,certified,model,mileage,price,monthly,dealer,review,rating
2118,Used,2021 Volkswagen Jetta 1.4T SE,"61,628 mi.","$20,311",Fair Deal,"
Walla Walla Valley Honda
",(152 reviews),4.1
2119,Used,2016 Lexus GX 460 Base,"76,125 mi.","$35,990",Fair Deal,"
BMW of Salem
",(747 reviews),4.8
2120,Used,2012 Cadillac CTS Luxury,"108,307 mi.","$9,998",Good Deal,"
#1 Cochran Chevrolet
",N/A,N/A
2121,Used,2017 Toyota Tacoma SR5,"136,746 mi.","$21,995",Fair Deal,"
Auto Land Group Inc
",(4 reviews),N/A
2122,Used,2023 Jeep Gladiator Mojave,"5,500 mi.","$67,991",Fair Deal,"
Dempsey Dodge Chrysler Jeep RAM
",(217 reviews),3.5
2123,Used,2019 Nissan Titan XD SV,"83,241 mi.","$37,777",Fair Deal,"
All Star Dodge Chrysler Jeep RAM
",(919 reviews),3.7
2124,Used,2017 Chrysler Pacifica Touring-L,"91,810 mi.","$20,202",Fair Deal,"
Snell Motors
",(727 reviews),4.8
2125,Used,2023 Audi Q4 e-tron 50 Premium Plus,"9,765 mi.","$58,800",Fair Deal,"
RMR 4x4
",(1 review),N/A
2126,Used,2016 Lincoln MKX Reserve,"49,174 mi.","$25,995",Fair Deal,"
Joshua Motor Car Co Inc
",(26 reviews),5.0
2127,Used,2015 BMW 320 i xDrive,"116,100 mi.","$13,550",Fair Deal,"
Market Auto Sales
",(121 reviews),4.5
2128,Used,2020 BMW X4 M40i AWD 4dr Sports Activity Coupe,"51,369 mi.","$43,995",Fair Deal,"
Liberty Autoland
",(169 reviews),N/A
2129,Used,2019 Mercedes-Benz AMG E 53 Base 4MATIC,"27,302 mi.","$56,995",Fair Deal,"
Import Masters
",(498 reviews),3.4
2130,Used,2023 Chevrolet Silverado 1500 LT,"4,553 mi.","$52,999",Fair Deal,"
Mazda 112
","(1,952 reviews)",4.9
2131,Used,2019 BMW 650 Gran Coupe 650i xDrive M-Sport Edition,"43,056 mi.","$45,995",Fair Deal,"
North Bay Imports
",(139 reviews),4.0
2132,Used,2023 Rivian R1S Adventure,301 mi.,"$95,750",Fair Deal,"
eCarOne
","(2,101 reviews)",4.9
2133,Honda Certified,2019 Honda Fit LX,"29,712 mi.","$22,426",Fair Deal,"
McGovern Honda of Boston
","(1,206 reviews)",4.9
2134,Used,2019 Ford Flex SEL,"65,755 mi.","$28,775",Fair Deal,"
First City Cars and Trucks
",(21 reviews),N/A
2135,Used,2019 Jeep Wrangler Unlimited Sahara,"51,620 mi.","$37,944",Fair Deal,"
McGee Chevrolet
",(430 reviews),4.4
2136,Used,2019 Chevrolet Suburban Premier,"90,330 mi.","$43,159",Fair Deal,"
AutoNation Buick GMC Park Meadows
",(698 reviews),4.5
2137,Used,2021 Ford Ranger XLT,"25,053 mi.","$32,595",Fair Deal,"
DESOTO Ford
",(346 reviews),4.4
2138,GMC Certified,2021 GMC Canyon Elevation,"51,179 mi.","$34,000",Fair Deal,"
Salt Lake Valley Buick GMC
",(163 reviews),3.2
2139,Used,2021 Volkswagen Jetta 1.4T SE,"61,628 mi.","$20,311",Fair Deal,"
Walla Walla Valley Honda
",(152 reviews),4.1
2140,Used,2016 Lexus GX 460 Base,"76,125 mi.","$35,990",Fair Deal,"
BMW of Salem
",(747 reviews),4.8
2141,Used,2012 Cadillac CTS Luxury,"108,307 mi.","$9,998",Good Deal,"
#1 Cochran Chevrolet
",N/A,N/A
2142,Used,2017 Toyota Tacoma SR5,"136,746 mi.","$21,995",Fair Deal,"
Auto Land Group Inc
",(4 reviews),N/A
2143,Used,2023 Jeep Gladiator Mojave,"5,500 mi.","$67,991",Fair Deal,"
Dempsey Dodge Chrysler Jeep RAM
",(217 reviews),3.5
2144,Used,2019 Nissan Titan XD SV,"83,241 mi.","$37,777",Fair Deal,"
All Star Dodge Chrysler Jeep RAM
",(919 reviews),3.7
2145,Used,2017 Chrysler Pacifica Touring-L,"91,810 mi.","$20,202",Fair Deal,"
Snell Motors
",(727 reviews),4.8
2146,Used,2023 Audi Q4 e-tron 50 Premium Plus,"9,765 mi.","$58,800",Fair Deal,"
RMR 4x4
",(1 review),N/A
2147,Used,2016 Lincoln MKX Reserve,"49,174 mi.","$25,995",Fair Deal,"
Joshua Motor Car Co Inc
",(26 reviews),5.0
2148,Used,2015 BMW 320 i xDrive,"116,100 mi.","$13,550",Fair Deal,"
Market Auto Sales
",(121 reviews),4.5
2149,Used,2020 BMW X4 M40i AWD 4dr Sports Activity Coupe,"51,369 mi.","$43,995",Fair Deal,"
Liberty Autoland
",(169 reviews),N/A
2150,Used,2019 Mercedes-Benz AMG E 53 Base 4MATIC,"27,302 mi.","$56,995",Fair Deal,"
Import Masters
",(498 reviews),3.4
2151,Used,2023 Chevrolet Silverado 1500 LT,"4,553 mi.","$52,999",Fair Deal,"
Mazda 112
","(1,952 reviews)",4.9
2152,Used,2019 BMW 650 Gran Coupe 650i xDrive M-Sport Edition,"43,056 mi.","$45,995",Fair Deal,"
North Bay Imports
",(139 reviews),4.0
2153,Used,2023 Rivian R1S Adventure,301 mi.,"$95,750",Fair Deal,"
eCarOne
","(2,101 reviews)",4.9
2154,Honda Certified,2019 Honda Fit LX,"29,712 mi.","$22,426",Fair Deal,"
McGovern Honda of Boston
","(1,206 reviews)",4.9
2155,Used,2019 Ford Flex SEL,"65,755 mi.","$28,775",Fair Deal,"
First City Cars and Trucks
",(21 reviews),N/A
2156,Used,2019 Jeep Wrangler Unlimited Sahara,"51,620 mi.","$37,944",Fair Deal,"
McGee Chevrolet
",(430 reviews),4.4
2157,Used,2019 Chevrolet Suburban Premier,"90,330 mi.","$43,159",Fair Deal,"
AutoNation Buick GMC Park Meadows
",(698 reviews),4.5
2158,Used,2021 Ford Ranger XLT,"25,053 mi.","$32,595",Fair Deal,"
DESOTO Ford
",(346 reviews),4.4
2159,GMC Certified,2021 GMC Canyon Elevation,"51,179 mi.","$34,000",Fair Deal,"
Salt Lake Valley Buick GMC
",(163 reviews),3.2
2160,Used,2021 Volkswagen Jetta 1.4T SE,"61,628 mi.","$20,311",Fair Deal,"
Walla Walla Valley Honda
",(152 reviews),4.1
2161,Used,2016 Lexus GX 460 Base,"76,125 mi.","$35,990",Fair Deal,"
BMW of Salem
",(747 reviews),4.8
2162,Used,2012 Cadillac CTS Luxury,"108,307 mi.","$9,998",Good Deal,"
#1 Cochran Chevrolet
",N/A,N/A
2163,Used,2017 Toyota Tacoma SR5,"136,746 mi.","$21,995",Fair Deal,"
Auto Land Group Inc
",(4 reviews),N/A
2164,Used,2023 Jeep Gladiator Mojave,"5,500 mi.","$67,991",Fair Deal,"
Dempsey Dodge Chrysler Jeep RAM
",(217 reviews),3.5
2165,Used,2019 Nissan Titan XD SV,"83,241 mi.","$37,777",Fair Deal,"
All Star Dodge Chrysler Jeep RAM
",(919 reviews),3.7
2166,Used,2017 Chrysler Pacifica Touring-L,"91,810 mi.","$20,202",Fair Deal,"
Snell Motors
",(727 reviews),4.8
2167,Used,2023 Audi Q4 e-tron 50 Premium Plus,"9,765 mi.","$58,800",Fair Deal,"
RMR 4x4
",(1 review),N/A
2168,Used,2016 Lincoln MKX Reserve,"49,174 mi.","$25,995",Fair Deal,"
Joshua Motor Car Co Inc
",(26 reviews),5.0
2169,Used,2015 BMW 320 i xDrive,"116,100 mi.","$13,550",Fair Deal,"
Market Auto Sales
",(121 reviews),4.5
2170,Used,2020 BMW X4 M40i AWD 4dr Sports Activity Coupe,"51,369 mi.","$43,995",Fair Deal,"
Liberty Autoland
",(169 reviews),N/A
2171,Used,2019 Mercedes-Benz AMG E 53 Base 4MATIC,"27,302 mi.","$56,995",Fair Deal,"
Import Masters
",(498 reviews),3.4
2172,Used,2023 Chevrolet Silverado 1500 LT,"4,553 mi.","$52,999",Fair Deal,"
Mazda 112
","(1,952 reviews)",4.9
2173,Used,2019 BMW 650 Gran Coupe 650i xDrive M-Sport Edition,"43,056 mi.","$45,995",Fair Deal,"
North Bay Imports
",(139 reviews),4.0
2174,Used,2023 Rivian R1S Adventure,301 mi.,"$95,750",Fair Deal,"
eCarOne
","(2,101 reviews)",4.9
2175,Honda Certified,2019 Honda Fit LX,"29,712 mi.","$22,426",Fair Deal,"
McGovern Honda of Boston
","(1,206 reviews)",4.9
2176,Used,2019 Ford Flex SEL,"65,755 mi.","$28,775",Fair Deal,"
First City Cars and Trucks
",(21 reviews),N/A
2177,Used,2019 Jeep Wrangler Unlimited Sahara,"51,620 mi.","$37,944",Fair Deal,"
McGee Chevrolet
",(430 reviews),4.4
2178,Used,2019 Chevrolet Suburban Premier,"90,330 mi.","$43,159",Fair Deal,"
AutoNation Buick GMC Park Meadows
",(698 reviews),4.5
2179,Used,2021 Ford Ranger XLT,"25,053 mi.","$32,595",Fair Deal,"
DESOTO Ford
",(346 reviews),4.4
2180,GMC Certified,2021 GMC Canyon Elevation,"51,179 mi.","$34,000",Fair Deal,"
Salt Lake Valley Buick GMC
",(163 reviews),3.2
2181,Used,2021 Volkswagen Jetta 1.4T SE,"61,628 mi.","$20,311",Fair Deal,"
Walla Walla Valley Honda
",(152 reviews),4.1
2182,Used,2016 Lexus GX 460 Base,"76,125 mi.","$35,990",Fair Deal,"
BMW of Salem
",(747 reviews),4.8
2183,Used,2012 Cadillac CTS Luxury,"108,307 mi.","$9,998",Good Deal,"
#1 Cochran Chevrolet
",N/A,N/A
2184,Used,2017 Toyota Tacoma SR5,"136,746 mi.","$21,995",Fair Deal,"
Auto Land Group Inc
",(4 reviews),N/A
2185,Used,2023 Jeep Gladiator Mojave,"5,500 mi.","$67,991",Fair Deal,"
Dempsey Dodge Chrysler Jeep RAM
",(217 reviews),3.5
2186,Used,2019 Nissan Titan XD SV,"83,241 mi.","$37,777",Fair Deal,"
All Star Dodge Chrysler Jeep RAM
",(919 reviews),3.7
2187,Used,2017 Chrysler Pacifica Touring-L,"91,810 mi.","$20,202",Fair Deal,"
Snell Motors
",(727 reviews),4.8
2188,Used,2023 Audi Q4 e-tron 50 Premium Plus,"9,765 mi.","$58,800",Fair Deal,"
RMR 4x4
",(1 review),N/A
2189,Used,2016 Lincoln MKX Reserve,"49,174 mi.","$25,995",Fair Deal,"
Joshua Motor Car Co Inc
",(26 reviews),5.0
2190,Used,2015 BMW 320 i xDrive,"116,100 mi.","$13,550",Fair Deal,"
Market Auto Sales
",(121 reviews),4.5
2191,Used,2020 BMW X4 M40i AWD 4dr Sports Activity Coupe,"51,369 mi.","$43,995",Fair Deal,"
Liberty Autoland
",(169 reviews),N/A
2192,Used,2019 Mercedes-Benz AMG E 53 Base 4MATIC,"27,302 mi.","$56,995",Fair Deal,"
Import Masters
",(498 reviews),3.4
2193,Used,2023 Chevrolet Silverado 1500 LT,"4,553 mi.","$52,999",Fair Deal,"
Mazda 112
","(1,952 reviews)",4.9
2194,Used,2019 BMW 650 Gran Coupe 650i xDrive M-Sport Edition,"43,056 mi.","$45,995",Fair Deal,"
North Bay Imports
",(139 reviews),4.0
2195,Used,2023 Rivian R1S Adventure,301 mi.,"$95,750",Fair Deal,"
eCarOne
","(2,101 reviews)",4.9
2196,Honda Certified,2019 Honda Fit LX,"29,712 mi.","$22,426",Fair Deal,"
McGovern Honda of Boston
","(1,206 reviews)",4.9
2197,Used,2019 Ford Flex SEL,"65,755 mi.","$28,775",Fair Deal,"
First City Cars and Trucks
",(21 reviews),N/A
2198,Used,2019 Jeep Wrangler Unlimited Sahara,"51,620 mi.","$37,944",Fair Deal,"
McGee Chevrolet
",(430 reviews),4.4
2199,Used,2019 Chevrolet Suburban Premier,"90,330 mi.","$43,159",Fair Deal,"
AutoNation Buick GMC Park Meadows
",(698 reviews),4.5
2200,Used,2021 Ford Ranger XLT,"25,053 mi.","$32,595",Fair Deal,"
DESOTO Ford
",(346 reviews),4.4
2201,GMC Certified,2021 GMC Canyon Elevation,"51,179 mi.","$34,000",Fair Deal,"
Salt Lake Valley Buick GMC
",(163 reviews),3.2
2202,Used,2021 Volkswagen Jetta 1.4T SE,"61,628 mi.","$20,311",Fair Deal,"
Walla Walla Valley Honda
",(152 reviews),4.1
2203,Used,2016 Lexus GX 460 Base,"76,125 mi.","$35,990",Fair Deal,"
BMW of Salem
",(747 reviews),4.8
2204,Used,2012 Cadillac CTS Luxury,"108,307 mi.","$9,998",Good Deal,"
#1 Cochran Chevrolet
",N/A,N/A
2205,Used,2017 Toyota Tacoma SR5,"136,746 mi.","$21,995",Fair Deal,"
Auto Land Group Inc
",(4 reviews),N/A
2206,Used,2023 Jeep Gladiator Mojave,"5,500 mi.","$67,991",Fair Deal,"
Dempsey Dodge Chrysler Jeep RAM
",(217 reviews),3.5
2207,Used,2019 Nissan Titan XD SV,"83,241 mi.","$37,777",Fair Deal,"
All Star Dodge Chrysler Jeep RAM
",(919 reviews),3.7
2208,Used,2017 Chrysler Pacifica Touring-L,"91,810 mi.","$20,202",Fair Deal,"
Snell Motors
",(727 reviews),4.8
2209,Used,2023 Audi Q4 e-tron 50 Premium Plus,"9,765 mi.","$58,800",Fair Deal,"
RMR 4x4
",(1 review),N/A
2210,Used,2016 Lincoln MKX Reserve,"49,174 mi.","$25,995",Fair Deal,"
Joshua Motor Car Co Inc
",(26 reviews),5.0
2211,Used,2015 BMW 320 i xDrive,"116,100 mi.","$13,550",Fair Deal,"
Market Auto Sales
",(121 reviews),4.5
2212,Used,2020 BMW X4 M40i AWD 4dr Sports Activity Coupe,"51,369 mi.","$43,995",Fair Deal,"
Liberty Autoland
",(169 reviews),N/A
2213,Used,2019 Mercedes-Benz AMG E 53 Base 4MATIC,"27,302 mi.","$56,995",Fair Deal,"
Import Masters
",(498 reviews),3.4
2214,Used,2023 Chevrolet Silverado 1500 LT,"4,553 mi.","$52,999",Fair Deal,"
Mazda 112
","(1,952 reviews)",4.9
2215,Used,2019 BMW 650 Gran Coupe 650i xDrive M-Sport Edition,"43,056 mi.","$45,995",Fair Deal,"
North Bay Imports
",(139 reviews),4.0
2216,Used,2023 Rivian R1S Adventure,301 mi.,"$95,750",Fair Deal,"
eCarOne
","(2,101 reviews)",4.9
2217,Honda Certified,2019 Honda Fit LX,"29,712 mi.","$22,426",Fair Deal,"
McGovern Honda of Boston
","(1,206 reviews)",4.9
2218,Used,2019 Ford Flex SEL,"65,755 mi.","$28,775",Fair Deal,"
First City Cars and Trucks
",(21 reviews),N/A
2219,Used,2019 Jeep Wrangler Unlimited Sahara,"51,620 mi.","$37,944",Fair Deal,"
McGee Chevrolet
",(430 reviews),4.4
2220,Used,2019 Chevrolet Suburban Premier,"90,330 mi.","$43,159",Fair Deal,"
AutoNation Buick GMC Park Meadows
",(698 reviews),4.5
2221,Used,2021 Ford Ranger XLT,"25,053 mi.","$32,595",Fair Deal,"
DESOTO Ford
",(346 reviews),4.4
2222,GMC Certified,2021 GMC Canyon Elevation,"51,179 mi.","$34,000",Fair Deal,"
Salt Lake Valley Buick GMC
",(163 reviews),3.2
2223,Used,2021 Volkswagen Jetta 1.4T SE,"61,628 mi.","$20,311",Fair Deal,"
Walla Walla Valley Honda
",(152 reviews),4.1
2224,Used,2016 Lexus GX 460 Base,"76,125 mi.","$35,990",Fair Deal,"
BMW of Salem
",(747 reviews),4.8
2225,Used,2012 Cadillac CTS Luxury,"108,307 mi.","$9,998",Good Deal,"
#1 Cochran Chevrolet
",N/A,N/A
2226,Used,2017 Toyota Tacoma SR5,"136,746 mi.","$21,995",Fair Deal,"
Auto Land Group Inc
",(4 reviews),N/A
2227,Used,2023 Jeep Gladiator Mojave,"5,500 mi.","$67,991",Fair Deal,"
Dempsey Dodge Chrysler Jeep RAM
",(217 reviews),3.5
2228,Used,2019 Nissan Titan XD SV,"83,241 mi.","$37,777",Fair Deal,"
All Star Dodge Chrysler Jeep RAM
",(919 reviews),3.7
2229,Used,2017 Chrysler Pacifica Touring-L,"91,810 mi.","$20,202",Fair Deal,"
Snell Motors
",(727 reviews),4.8
2230,Used,2023 Audi Q4 e-tron 50 Premium Plus,"9,765 mi.","$58,800",Fair Deal,"
RMR 4x4
",(1 review),N/A
2231,Used,2016 Lincoln MKX Reserve,"49,174 mi.","$25,995",Fair Deal,"
Joshua Motor Car Co Inc
",(26 reviews),5.0
2232,Used,2015 BMW 320 i xDrive,"116,100 mi.","$13,550",Fair Deal,"
Market Auto Sales
",(121 reviews),4.5
2233,Used,2020 BMW X4 M40i AWD 4dr Sports Activity Coupe,"51,369 mi.","$43,995",Fair Deal,"
Liberty Autoland
",(169 reviews),N/A
2234,Used,2019 Mercedes-Benz AMG E 53 Base 4MATIC,"27,302 mi.","$56,995",Fair Deal,"
Import Masters
",(498 reviews),3.4
2235,Used,2023 Chevrolet Silverado 1500 LT,"4,553 mi.","$52,999",Fair Deal,"
Mazda 112
","(1,952 reviews)",4.9
2236,Used,2019 BMW 650 Gran Coupe 650i xDrive M-Sport Edition,"43,056 mi.","$45,995",Fair Deal,"
North Bay Imports
",(139 reviews),4.0
2237,Used,2023 Rivian R1S Adventure,301 mi.,"$95,750",Fair Deal,"
eCarOne
","(2,101 reviews)",4.9
2238,Honda Certified,2019 Honda Fit LX,"29,712 mi.","$22,426",Fair Deal,"
McGovern Honda of Boston
","(1,206 reviews)",4.9
2239,Used,2019 Ford Flex SEL,"65,755 mi.","$28,775",Fair Deal,"
First City Cars and Trucks
",(21 reviews),N/A
2240,Used,2019 Jeep Wrangler Unlimited Sahara,"51,620 mi.","$37,944",Fair Deal,"
McGee Chevrolet
",(430 reviews),4.4
2241,Used,2019 Chevrolet Suburban Premier,"90,330 mi.","$43,159",Fair Deal,"
AutoNation Buick GMC Park Meadows
",(698 reviews),4.5
2242,Used,2021 Ford Ranger XLT,"25,053 mi.","$32,595",Fair Deal,"
DESOTO Ford
",(346 reviews),4.4
2243,GMC Certified,2021 GMC Canyon Elevation,"51,179 mi.","$34,000",Fair Deal,"
Salt Lake Valley Buick GMC
",(163 reviews),3.2
2244,Used,2021 Volkswagen Jetta 1.4T SE,"61,628 mi.","$20,311",Fair Deal,"
Walla Walla Valley Honda
",(152 reviews),4.1
2245,Used,2016 Lexus GX 460 Base,"76,125 mi.","$35,990",Fair Deal,"
BMW of Salem
",(747 reviews),4.8
2246,Used,2012 Cadillac CTS Luxury,"108,307 mi.","$9,998",Good Deal,"
#1 Cochran Chevrolet
",N/A,N/A
2247,Used,2017 Toyota Tacoma SR5,"136,746 mi.","$21,995",Fair Deal,"
Auto Land Group Inc
",(4 reviews),N/A
2248,Used,2023 Jeep Gladiator Mojave,"5,500 mi.","$67,991",Fair Deal,"
Dempsey Dodge Chrysler Jeep RAM
",(217 reviews),3.5
2249,Used,2019 Nissan Titan XD SV,"83,241 mi.","$37,777",Fair Deal,"
All Star Dodge Chrysler Jeep RAM
",(919 reviews),3.7
2250,Used,2017 Chrysler Pacifica Touring-L,"91,810 mi.","$20,202",Fair Deal,"
Snell Motors
",(727 reviews),4.8
2251,Used,2023 Audi Q4 e-tron 50 Premium Plus,"9,765 mi.","$58,800",Fair Deal,"
RMR 4x4
",(1 review),N/A
2252,Used,2016 Lincoln MKX Reserve,"49,174 mi.","$25,995",Fair Deal,"
Joshua Motor Car Co Inc
",(26 reviews),5.0
2253,Used,2015 BMW 320 i xDrive,"116,100 mi.","$13,550",Fair Deal,"
Market Auto Sales
",(121 reviews),4.5
2254,Used,2020 BMW X4 M40i AWD 4dr Sports Activity Coupe,"51,369 mi.","$43,995",Fair Deal,"
Liberty Autoland
",(169 reviews),N/A
2255,Used,2019 Mercedes-Benz AMG E 53 Base 4MATIC,"27,302 mi.","$56,995",Fair Deal,"
Import Masters
",(498 reviews),3.4
2256,Used,2023 Chevrolet Silverado 1500 LT,"4,553 mi.","$52,999",Fair Deal,"
Mazda 112
","(1,952 reviews)",4.9
2257,Used,2019 BMW 650 Gran Coupe 650i xDrive M-Sport Edition,"43,056 mi.","$45,995",Fair Deal,"
North Bay Imports
",(139 reviews),4.0
2258,Used,2023 Rivian R1S Adventure,301 mi.,"$95,750",Fair Deal,"
eCarOne
","(2,101 reviews)",4.9
2259,Honda Certified,2019 Honda Fit LX,"29,712 mi.","$22,426",Fair Deal,"
McGovern Honda of Boston
","(1,206 reviews)",4.9
2260,Used,2019 Ford Flex SEL,"65,755 mi.","$28,775",Fair Deal,"
First City Cars and Trucks
",(21 reviews),N/A
2261,Used,2019 Jeep Wrangler Unlimited Sahara,"51,620 mi.","$37,944",Fair Deal,"
McGee Chevrolet
",(430 reviews),4.4
2262,Used,2019 Chevrolet Suburban Premier,"90,330 mi.","$43,159",Fair Deal,"
AutoNation Buick GMC Park Meadows
",(698 reviews),4.5
2263,Used,2021 Ford Ranger XLT,"25,053 mi.","$32,595",Fair Deal,"
DESOTO Ford
",(346 reviews),4.4
2264,GMC Certified,2021 GMC Canyon Elevation,"51,179 mi.","$34,000",Fair Deal,"
Salt Lake Valley Buick GMC
",(163 reviews),3.2
2265,Used,2021 Volkswagen Jetta 1.4T SE,"61,628 mi.","$20,311",Fair Deal,"
Walla Walla Valley Honda
",(152 reviews),4.1
2266,Used,2016 Lexus GX 460 Base,"76,125 mi.","$35,990",Fair Deal,"
BMW of Salem
",(747 reviews),4.8
2267,Used,2012 Cadillac CTS Luxury,"108,307 mi.","$9,998",Good Deal,"
#1 Cochran Chevrolet
",N/A,N/A
2268,Used,2017 Toyota Tacoma SR5,"136,746 mi.","$21,995",Fair Deal,"
Auto Land Group Inc
",(4 reviews),N/A
2269,Used,2023 Jeep Gladiator Mojave,"5,500 mi.","$67,991",Fair Deal,"
Dempsey Dodge Chrysler Jeep RAM
",(217 reviews),3.5
2270,Used,2019 Nissan Titan XD SV,"83,241 mi.","$37,777",Fair Deal,"
All Star Dodge Chrysler Jeep RAM
",(919 reviews),3.7
2271,Used,2017 Chrysler Pacifica Touring-L,"91,810 mi.","$20,202",Fair Deal,"
Snell Motors
",(727 reviews),4.8
2272,Used,2023 Audi Q4 e-tron 50 Premium Plus,"9,765 mi.","$58,800",Fair Deal,"
RMR 4x4
",(1 review),N/A
2273,Used,2016 Lincoln MKX Reserve,"49,174 mi.","$25,995",Fair Deal,"
Joshua Motor Car Co Inc
",(26 reviews),5.0
2274,Used,2015 BMW 320 i xDrive,"116,100 mi.","$13,550",Fair Deal,"
Market Auto Sales
",(121 reviews),4.5
2275,Used,2020 BMW X4 M40i AWD 4dr Sports Activity Coupe,"51,369 mi.","$43,995",Fair Deal,"
Liberty Autoland
",(169 reviews),N/A
2276,Used,2019 Mercedes-Benz AMG E 53 Base 4MATIC,"27,302 mi.","$56,995",Fair Deal,"
Import Masters
",(498 reviews),3.4
2277,Used,2023 Chevrolet Silverado 1500 LT,"4,553 mi.","$52,999",Fair Deal,"
Mazda 112
","(1,952 reviews)",4.9
2278,Used,2019 BMW 650 Gran Coupe 650i xDrive M-Sport Edition,"43,056 mi.","$45,995",Fair Deal,"
North Bay Imports
",(139 reviews),4.0
2279,Used,2023 Rivian R1S Adventure,301 mi.,"$95,750",Fair Deal,"
eCarOne
","(2,101 reviews)",4.9
2280,Honda Certified,2019 Honda Fit LX,"29,712 mi.","$22,426",Fair Deal,"
McGovern Honda of Boston
","(1,206 reviews)",4.9
2281,Used,2019 Ford Flex SEL,"65,755 mi.","$28,775",Fair Deal,"
First City Cars and Trucks
",(21 reviews),N/A
2282,Used,2019 Jeep Wrangler Unlimited Sahara,"51,620 mi.","$37,944",Fair Deal,"
McGee Chevrolet
",(430 reviews),4.4
2283,Used,2019 Chevrolet Suburban Premier,"90,330 mi.","$43,159",Fair Deal,"
AutoNation Buick GMC Park Meadows
",(698 reviews),4.5
2284,Used,2021 Ford Ranger XLT,"25,053 mi.","$32,595",Fair Deal,"
DESOTO Ford
",(346 reviews),4.4
2285,GMC Certified,2021 GMC Canyon Elevation,"51,179 mi.","$34,000",Fair Deal,"
Salt Lake Valley Buick GMC
",(163 reviews),3.2
2286,Used,2021 Volkswagen Jetta 1.4T SE,"61,628 mi.","$20,311",Fair Deal,"
Walla Walla Valley Honda
",(152 reviews),4.1
2287,Used,2016 Lexus GX 460 Base,"76,125 mi.","$35,990",Fair Deal,"
BMW of Salem
",(747 reviews),4.8
2288,Used,2012 Cadillac CTS Luxury,"108,307 mi.","$9,998",Good Deal,"
#1 Cochran Chevrolet
",N/A,N/A
2289,Used,2017 Toyota Tacoma SR5,"136,746 mi.","$21,995",Fair Deal,"
Auto Land Group Inc
",(4 reviews),N/A
2290,Used,2023 Jeep Gladiator Mojave,"5,500 mi.","$67,991",Fair Deal,"
Dempsey Dodge Chrysler Jeep RAM
",(217 reviews),3.5
2291,Used,2019 Nissan Titan XD SV,"83,241 mi.","$37,777",Fair Deal,"
All Star Dodge Chrysler Jeep RAM
",(919 reviews),3.7
2292,Used,2017 Chrysler Pacifica Touring-L,"91,810 mi.","$20,202",Fair Deal,"
Snell Motors
",(727 reviews),4.8
2293,Used,2023 Audi Q4 e-tron 50 Premium Plus,"9,765 mi.","$58,800",Fair Deal,"
RMR 4x4
",(1 review),N/A
2294,Used,2016 Lincoln MKX Reserve,"49,174 mi.","$25,995",Fair Deal,"
Joshua Motor Car Co Inc
",(26 reviews),5.0
2295,Used,2015 BMW 320 i xDrive,"116,100 mi.","$13,550",Fair Deal,"
Market Auto Sales
",(121 reviews),4.5
2296,Used,2020 BMW X4 M40i AWD 4dr Sports Activity Coupe,"51,369 mi.","$43,995",Fair Deal,"
Liberty Autoland
",(169 reviews),N/A
2297,Used,2019 Mercedes-Benz AMG E 53 Base 4MATIC,"27,302 mi.","$56,995",Fair Deal,"
Import Masters
",(498 reviews),3.4
2298,Used,2023 Chevrolet Silverado 1500 LT,"4,553 mi.","$52,999",Fair Deal,"
Mazda 112
","(1,952 reviews)",4.9
2299,Used,2019 BMW 650 Gran Coupe 650i xDrive M-Sport Edition,"43,056 mi.","$45,995",Fair Deal,"
North Bay Imports
",(139 reviews),4.0
2300,Used,2023 Rivian R1S Adventure,301 mi.,"$95,750",Fair Deal,"
eCarOne
","(2,101 reviews)",4.9
2301,Honda Certified,2019 Honda Fit LX,"29,712 mi.","$22,426",Fair Deal,"
McGovern Honda of Boston
","(1,206 reviews)",4.9
2302,Used,2019 Ford Flex SEL,"65,755 mi.","$28,775",Fair Deal,"
First City Cars and Trucks
",(21 reviews),N/A
2303,Used,2019 Jeep Wrangler Unlimited Sahara,"51,620 mi.","$37,944",Fair Deal,"
McGee Chevrolet
",(430 reviews),4.4
2304,Used,2019 Chevrolet Suburban Premier,"90,330 mi.","$43,159",Fair Deal,"
AutoNation Buick GMC Park Meadows
",(698 reviews),4.5
2305,Used,2021 Ford Ranger XLT,"25,053 mi.","$32,595",Fair Deal,"
DESOTO Ford
",(346 reviews),4.4
2306,GMC Certified,2021 GMC Canyon Elevation,"51,179 mi.","$34,000",Fair Deal,"
Salt Lake Valley Buick GMC
",(163 reviews),3.2
2307,Used,2021 Volkswagen Jetta 1.4T SE,"61,628 mi.","$20,311",Fair Deal,"
Walla Walla Valley Honda
",(152 reviews),4.1
2308,Used,2016 Lexus GX 460 Base,"76,125 mi.","$35,990",Fair Deal,"
BMW of Salem
",(747 reviews),4.8
2309,Used,2012 Cadillac CTS Luxury,"108,307 mi.","$9,998",Good Deal,"
#1 Cochran Chevrolet
",N/A,N/A
2310,Used,2017 Toyota Tacoma SR5,"136,746 mi.","$21,995",Fair Deal,"
Auto Land Group Inc
",(4 reviews),N/A
2311,Used,2023 Jeep Gladiator Mojave,"5,500 mi.","$67,991",Fair Deal,"
Dempsey Dodge Chrysler Jeep RAM
",(217 reviews),3.5
2312,Used,2019 Nissan Titan XD SV,"83,241 mi.","$37,777",Fair Deal,"
All Star Dodge Chrysler Jeep RAM
",(919 reviews),3.7
